ID,label,x,y,z,t
1,chair,-0.0846979024181307,1.8320000600814819,-0.3166134799641791,1733840764213323300
1,chair,-0.0870434776459508,1.8140000534057614,-0.31419766186413256,1733840764596592400
1,chair,-0.0881464595034824,1.838000102043152,-0.31741875799730307,1733840764915331400
1,chair,-0.0839005369573363,1.8140000534057614,-0.31419766186413256,1733840765164069700
1,chair,-0.0836347519908987,1.808000130653381,-0.3133923998303338,1733840765442463000
1,chair,-0.0862622022542987,1.797000093460083,-0.311916062102715,1733840765728721800
1,chair,-0.0844321174516931,1.8260001373291015,-0.3158082179303804,1733840765998676100
1,chair,-0.0841663272045147,1.820000095367432,-0.3150029398972565,1733840766276696400
1,chair,-0.0881464595034824,1.838000102043152,-0.31741875799730307,1733840766527524500
1,chair,-0.0865379490883214,1.8030001354217529,-0.3127213401358389,1733840766779436900
1,chair,-0.0865379490883214,1.8030001354217529,-0.3127213401358389,1733840767094707100
1,chair,-0.0836347519908987,1.808000130653381,-0.3133923998303338,1733840767409727700
1,chair,-0.0870434776459508,1.8140000534057614,-0.31419766186413256,1733840767677129700
1,chair,-0.0852294829124875,1.8440001440048215,-0.318224036030427,1733840767961172800
1,chair,-0.0836347519908987,1.808000130653381,-0.3133923998303338,1733840768196655300
1,chair,-0.0834132618784969,1.8030001354217529,-0.3127213401358389,1733840768433361900
1,chair,-0.0862622022542987,1.797000093460083,-0.311916062102715,1733840768714117600
1,chair,-0.0873192244799735,1.820000095367432,-0.3150029398972565,1733840768953252300
1,chair,-0.0875949713139961,1.8260001373291015,-0.3158082179303804,1733840769173017400
1,chair,-0.0744717148914927,1.8140000534057614,-0.3110552421891948,1733840769455940900
1,chair,-0.0839005369573363,1.8140000534057614,-0.31419766186413256,1733840769715748700
1,chair,-0.0865379490883214,1.8030001354217529,-0.3127213401358389,1733840770010523400
1,chair,-0.0939206790386022,1.8260001373291015,-0.3158082179303804,1733840770291971500
1,chair,-0.0942163331721178,1.8320000600814819,-0.3166134799641791,1733840771474068800
1,chair,0.016673565078329,1.8140000534057614,-0.2953431438145062,1733840771742237700
1,chair,-0.008443128800774,1.808000130653381,-0.3071274699575159,1733840772036821200
1,chair,0.0597457153493533,1.7850001287460326,-0.3103055220357923,1733840772319409300
1,chair,-0.1226638490349045,1.8810000848770143,-0.32318987456982406,1733840773781843000
1,chair,-0.0857610581261036,1.856000108718872,-0.31983457609734967,1733840773991670900
1,chair,-0.0836143868384039,1.8810000848770143,-0.3199362921645907,1733840774211946000
1,chair,-0.0768309056960912,1.8740001153945924,-0.31900842575267246,1733840774510210300
1,chair,-0.0747935300560049,1.906000061035156,-0.32654517304229846,1733840774809110300
1,chair,-0.0705978994395703,1.8810000848770143,-0.3199362921645907,1733840775061376200
2,chair,-0.0720066614128146,1.8320000600814819,-0.3166134799641791,1733840764213323300
2,chair,-0.0749435558647841,1.8260001373291015,-0.3126458883828142,1733840764607705300
2,chair,-0.072232625312616,1.838000102043152,-0.3142365187748939,1733840764915331400
2,chair,-0.0715547381026796,1.820000095367432,-0.3150029398972565,1733840765164069700
2,chair,-0.0713287742028781,1.8140000534057614,-0.3110552421891948,1733840765442463000
2,chair,-0.0709145130391993,1.8030001354217529,-0.3127213401358389,1733840765728721800
2,chair,-0.071780702002481,1.8260001373291015,-0.3158082179303804,1733840766010227900
2,chair,-0.0715547381026796,1.820000095367432,-0.3150029398972565,1733840766276696400
2,chair,-0.072232625312616,1.838000102043152,-0.31741875799730307,1733840766527524500
2,chair,-0.0711028147925446,1.808000130653381,-0.3133923998303338,1733840766779436900
2,chair,-0.0711028147925446,1.808000130653381,-0.3102599348939249,1733840767094707100
2,chair,-0.0711028147925446,1.808000130653381,-0.3133923998303338,1733840767412741300
2,chair,-0.071780702002481,1.8260001373291015,-0.3158082179303804,1733840767677129700
2,chair,-0.072232625312616,1.838000102043152,-0.31741875799730307,1733840767961172800
2,chair,-0.0709145130391993,1.8030001354217529,-0.3127213401358389,1733840768196655300
2,chair,-0.0709145130391993,1.8030001354217529,-0.3127213401358389,1733840768433361900
2,chair,-0.0709145130391993,1.8030001354217529,-0.3127213401358389,1733840768717722900
2,chair,-0.0715547381026796,1.820000095367432,-0.3150029398972565,1733840768953252300
2,chair,-0.071780702002481,1.8260001373291015,-0.3158082179303804,1733840769173017400
2,chair,-0.0713287742028781,1.8140000534057614,-0.3110552421891948,1733840769455940900
2,chair,-0.0713287742028781,1.8140000534057614,-0.31419766186413256,1733840769715748700
2,chair,-0.0709145130391993,1.8030001354217529,-0.3127213401358389,1733840770016087000
2,chair,-0.071780702002481,1.8260001373291015,-0.3126458883828142,1733840770291971500
2,chair,-0.0822925880648816,1.8500000667572019,-0.3126250002697213,1733840770591815000
2,chair,-0.0765949852094455,1.8680000734329223,-0.3182131026558628,1733840770880554400
2,chair,-0.072232625312616,1.838000102043152,-0.3142365187748939,1733840771175132800
2,chair,-0.0688338511614855,1.8320000600814819,-0.3166134799641791,1733840771458430700
3,chair,-0.6721721015541441,1.4980000686645507,-0.11731697756508142,1733840764228964400
3,chair,-0.6704682652591968,1.494000120162964,-0.11717168925801501,1733840764607705300
3,chair,-0.6738759378490914,1.5020000171661376,-0.11746226587214781,1733840764923333800
3,chair,-0.6772836612179184,1.510000033378601,-0.1177528468162653,1733840765164069700
3,chair,-0.6619489314476632,1.4740000200271606,-0.1164452347327288,1733840765450799100
3,chair,-0.6738759378490914,1.5020000171661376,-0.1200870324188833,1733840765728721800
3,chair,-0.6738759378490914,1.5020000171661376,-0.11746226587214781,1733840766014737700
3,chair,-0.6687643781853171,1.4900000524520873,-0.11702639662096391,1733840766276696400
3,chair,-0.6704682652591968,1.494000120162964,-0.11717168925801501,1733840766527524500
3,chair,-0.6704682652591968,1.494000120162964,-0.11717168925801501,1733840766779436900
3,chair,-0.6772836612179184,1.510000033378601,-0.1177528468162653,1733840767094707100
3,chair,-0.6687643781853171,1.4900000524520873,-0.11702639662096391,1733840767412741300
3,chair,-0.6721721015541441,1.4980000686645507,-0.11731697756508142,1733840767677129700
3,chair,-0.6653566548164902,1.482000036239624,-0.1167358156768464,1733840767961172800
3,chair,-0.6721721015541441,1.4980000686645507,-0.11731697756508142,1733840768196655300
3,chair,-0.6755798249229711,1.506000084877014,-0.1176075585091989,1733840768433361900
3,chair,-0.6721721015541441,1.4980000686645507,-0.11731697756508142,1733840768717722900
3,chair,-0.6619489314476632,1.4740000200271606,-0.1164452347327288,1733840768953252300
3,chair,-0.6687643781853171,1.4900000524520873,-0.11702639662096391,1733840769173017400
3,chair,-0.6687643781853171,1.4900000524520873,-0.11702639662096391,1733840769455940900
3,chair,-0.6721721015541441,1.4980000686645507,-0.11731697756508142,1733840769724761100
3,chair,-0.6738759378490914,1.5020000171661376,-0.1200870324188833,1733840770016087000
3,chair,-0.6627646414421045,1.482000036239624,-0.1219189830556503,1733840770291971500
3,chair,-0.6721721015541441,1.4980000686645507,-0.12255323767384732,1733840770591815000
3,chair,-0.6763424333846674,1.5140001010894775,-0.12318749229204431,1733840770892063900
3,chair,-0.6644618907254819,1.4860001039505004,-0.11947932869343741,1733840771175132800
3,person,-0.4618840735180314,1.0910000038146972,-0.04619081311098504,1733840771458430700
3,person,-0.3626560018127233,1.1430000495910644,-0.0009366526973422287,1733840771742237700
3,person,-0.3162590676803687,1.152000112533569,0.017894590075271062,1733840772036821200
3,person,-0.2365272705620049,1.152000112533569,0.03220305311006646,1733840772319409300
3,person,-0.161276034366526,1.1550000143051147,0.04472182666885937,1733840772593095300
3,person,-0.0880780525564182,1.1930000019073486,0.05428030829168828,1733840772892052200
3,person,-0.0368509309398252,1.175000114440918,0.05682886753384988,1733840773159359800
3,person,0.0133191188847932,1.1930000019073486,0.06061658095175947,1733840773457802500
3,person,0.1532448749088791,1.2720001173019408,0.07034499487296328,1733840773771802400
3,person,0.3216402319758256,1.385000033378601,0.08123920508283419,1733840773991670900
3,person,0.3948173980688382,1.3950000238418578,0.07975605617675177,1733840774211946000
3,person,0.4326266251351292,1.3740001153945924,0.07776631764304087,1733840774494613100
3,person,0.4773665874452272,1.3780000638961791,0.07814531223182458,1733840774793488900
3,person,0.5367379908863489,1.4580001068115234,0.08827707000279347,1733840775061376200
3,person,0.5963945062112554,1.544000072479248,0.09656824168287051,1733840775344278600
6,person,0.6516534723668592,1.5610000324249267,0.10092984711151481,1733840769471581500
6,person,0.556904156771832,1.4860001039505004,0.08837830166975658,1733840769724761100
6,person,0.5021156099149804,1.510000033378601,0.09065229179258741,1733840770016087000
6,person,0.435469674614851,1.4700000715255734,0.08429062670993417,1733840770307614300
6,person,0.353492090340969,1.5180000495910644,0.09406160517693571,1733840770591815000
6,person,0.3457937730427678,1.5830001068115234,0.10032819644177271,1733840770892063900
6,person,0.4238416914096287,1.5970000457763671,0.0988955314017442,1733840771175132800
6,person,0.5457058543507952,1.6390001010894775,0.10002296158381083,1733840771474068800
6,person,0.6281911414655998,1.5220001173019408,0.09444724775092173,1733840771742237700
6,person,0.6807751982369332,1.4900000524520873,0.08875729625854029,1733840772036821200
11,chair,-0.6704682652591968,1.494000120162964,-0.11717168925801501,1733840772892052200
11,chair,-0.6653566548164902,1.482000036239624,-0.1167358156768464,1733840773159359800
11,chair,-0.6704682652591968,1.494000120162964,-0.11978318282004541,1733840773457802500
11,chair,-0.6704682652591968,1.494000120162964,-0.11978318282004541,1733840773771802400
11,chair,-0.6772836612179184,1.510000033378601,-0.12302892627471732,1733840773991670900
11,chair,-0.6721721015541441,1.4980000686645507,-0.1199351076194643,1733840774211946000
11,chair,-0.6687643781853171,1.4900000524520873,-0.1196312534928563,1733840774494613100
11,chair,-0.678987548291798,1.5140001010894775,-0.1178981394533164,1733840774809110300
11,chair,-0.6687643781853171,1.4900000524520873,-0.11702639662096391,1733840775061376200
12,chair,-0.0217860716939445,1.8810000848770143,-0.3166827097593573,1733840774809110300
12,chair,-0.0348025590927781,1.8810000848770143,-0.3199362921645907,1733840775061376200
