ID,label,x,y,z,t
1,tv,0.28923054011989124,0.1298387495370885,3.934000253677368,1733376329029955400
1,tv,0.29212798595190465,0.22551942510927978,4.26200008392334,1733376329176583700
1,tv,0.25330336570191014,0.16458041685518007,3.9850001335144043,1733376329298557200
1,tv,0.2728175868433491,0.14877532279284697,4.2920002937316895,1733376329412609600
1,tv,0.23598105947140025,0.09418893558202593,3.812000274658203,1733376329532612900
1,tv,0.2868652582210548,0.27623942707235966,4.513000011444092,1733376329650710100
1,tv,0.24327079435127852,0.21366669280800624,4.038000106811523,1733376329771794500
1,tv,0.30553210610899173,0.1813286414515539,4.064000129699707,1733376329889095100
1,tv,0.3251850506246761,0.18180302023033393,4.232000350952148,1733376330010954700
1,tv,0.28424561831695283,0.19879291085098208,4.147000312805176,1733376330123374100
1,tv,0.1801769668684417,0.2666228566466884,3.8360002040863037,1733376330241473100
1,tv,0.07333236457789145,0.2392687705338104,3.9090001583099365,1733376330362031000
1,tv,-0.038405835446604655,0.2420135107534221,4.064000129699707,1733376330478801900
1,tv,-0.0735982749604129,0.2538366912415838,4.147000312805176,1733376330591094000
1,tv,-0.12857149975884472,0.2212177951004214,3.934000253677368,1733376330704132400
1,tv,-0.1162492640348805,0.2554663592860246,3.9590001106262207,1733376330820408100
1,tv,-0.12281890615898815,0.2357607001150946,3.9590001106262207,1733376330934272500
1,tv,-0.14327845890765617,0.2537960125526368,4.384000301361084,1733376331051649800
1,tv,-0.1239729911108153,0.1970090186563604,3.6100001335144043,1733376331168981500
1,tv,-0.14327845890765617,0.24652232278839548,4.384000301361084,1733376331282498700
1,tv,-0.12845145324765853,0.1651178064191445,3.568000078201294,1733376331402201800
1,tv,-0.13809971694888562,0.1393332877503202,3.8360002040863037,1733376331517745700
1,tv,-0.14092517047919287,0.1793785957966869,3.742000102996826,1733376331636211900
1,tv,-0.13685107142858444,0.11829858090080896,3.9850001335144043,1733376331753248900
1,tv,-0.1277544434425671,0.06415768086545297,3.9090001583099365,1733376331873353600
1,tv,-0.1277544434425671,0.08361446860638157,3.9090001583099365,1733376331988036600
1,tv,-0.1133422991050669,0.05694915492412995,3.8600001335144043,1733376332112781200
1,tv,-0.12443208841814715,0.1390349026449203,4.011000156402588,1733376332218402500
1,tv,-0.12176956828621212,0.19191243830215687,4.147000312805176,1733376332335184000
1,tv,-0.1193324099302744,0.17458587819579074,4.064000129699707,1733376332447999900
1,tv,-0.10760183699192397,0.19907383127287784,3.884000301361084,1733376332560424100
1,tv,-0.10430507109397177,0.11176766739748237,3.765000104904175,1733376332675002800
1,tv,-0.11973612416801396,0.16415686024081655,4.322000026702881,1733376332790462900
1,tv,-0.1278184014327773,0.2231123462790767,4.353000164031982,1733376332903710100
1,tv,-0.12514633978990164,0.140664139740789,4.26200008392334,1733376333017093900
1,tv,-0.11900311591984597,0.17115567997441225,3.8360002040863037,1733376333134116300
1,tv,-0.12857149975884472,0.11678460017089806,3.934000253677368,1733376333247820400
1,tv,-0.1260762911372469,0.17458587819579074,4.064000129699707,1733376333360598500
1,tv,-0.12126777221610067,0.08361446860638157,3.9090001583099365,1733376333475036500
1,tv,-0.11332595755284874,0.04177343596101534,3.6530001163482666,1733376333587883200
1,tv,-0.10661811025761307,0.04754621348739518,3.631000280380249,1733376333701164800
1,tv,-0.1155151860126342,0.03193262929066037,3.934000253677368,1733376333828299400
1,tv,-0.11122814151961087,0.02446269378785741,3.7880001068115234,1733376333941936900
1,tv,-0.11777615640223804,0.032557644336565085,4.011000156402588,1733376334058731900
1,tv,-0.1118682274855239,0.03277680533089111,4.038000106811523,1733376334171743900
1,tv,-0.10760183699192397,0.025082657699320277,3.884000301361084,1733376334283118500
1,tv,-0.09928144993271988,0.030942344630702424,3.812000274658203,1733376334393325300
1,tv,-0.09295574220811383,0.037267003725834774,3.812000274658203,1733376334506218500
1,tv,-0.09654033766255757,0.04527266146277071,3.9590001106262207,1733376334620707000
1,tv,-0.09471146504099595,0.04441501031860445,3.884000301361084,1733376334734606900
1,tv,-0.09780836035451068,0.05917695891365389,4.011000156402588,1733376334845882300
1,tv,-0.0894025585202132,0.07109507738923161,3.934000253677368,1733376334973569800
1,tv,-0.09593071539331845,0.05151385333994599,3.934000253677368,1733376335086607300
1,tv,-0.10690398019190954,0.042859009389639505,4.384000301361084,1733376335200300800
1,tv,-0.10112472828944102,0.09558582261860384,4.147000312805176,1733376335316529700
